incorrect_sentence,correct_sentence
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙනවාලා,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙත්වා
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙනු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙත්වා
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්න,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙත්වා
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නෙමි,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නෙමිවා,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නෙමු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නෙමුවා,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නෙහි,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නෙහිවා,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නෝය,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දීපන්,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දීපල්ලා,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙමි,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙමිවා,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙමු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙමුවා,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙව,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙයි
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවති,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙයි
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නෙමි,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නෙමු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නෙහි,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නෙහු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නීය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නෝය,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවමි,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවමු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවන්නේය
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවහි,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවයි
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවහු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවයි
මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවු,මම නැටුම් නටද්දී වාහනය ඔහුට පොතක් දෙවයි
